,Date,User,Tweet
106,2023-01-30 12:04:47+00:00,health2conf,"With a Diploma in Commerce from Friedrich Alexander University &amp; unparalleled knowledge about the uses of cryo, Rainer Bolsinger, CSO &amp; CMO at Art of Cryo, has established himself as a pioneer in the world of cryo innovation.
Catch him at #Health2Conf!
#Dubai #Conference #Speaker https://t.co/eta97LGjvZ"
107,2023-01-30 12:02:03+00:00,HSCSystem,"The Phonak Roger Earpiece C is now available with improved sensitivity and an increased operating range.

#HSCS #forasaferworld #security #government #uae #dubai #abudhabi #middleeast #technology #innovation #digitaltransformation
#نعمل_نخلص
#نتصدر_المشهد
#أجملشتاءفي_العالم https://t.co/6crFsqoGOS"
108,2023-01-30 11:06:13+00:00,seemakapadia71,"Official countdown has begun!!! THE best event of the year—the energy, the ambiance, the wealth of knowledge—hands down the best time to be in #Dubai — Thanks to #EmiratesLitFest @EmiratesLitFest https://t.co/4PURlhqJcQ"
109,2023-01-30 11:02:50+00:00,DXBMediaOffice,".@Emirates’ demonstration flight, the first in the Middle East and North Africa to be powered by 100% Sustainable Aviation Fuel(SAF), supports broader efforts to reduce lifecycle CO2 emissions as the industry looks to scale up its use of SAF. https://t.co/IgZ9B5AnG6"
110,2023-01-30 10:54:57+00:00,Finance4Change,"With #COP28 coming to Dubai, finance needs sustainability skills to support #NetZero

On 2 March, our hybrid #PathToCOP28 Climate Finance Training Series with @DIFC provides world-leading education from @CharteredBanker, @CISI &amp; @UoEBusiness

Learn more: https://t.co/xFkoETi3p1 https://t.co/qaiisXp23I"
111,2023-01-30 10:40:39+00:00,DoHSocial,"Join us at the Emirates Health Pavilion, Hall 5, stand B10, as part of @Arab_Health 2023, where we are showcasing the latest innovative projects and plans in healthcare.

#ArabHealth #AH23 #UAEHealth #DoH #UAE #Healthcare #innovation #Dubai #AbuDhabi #AHealthierAbuDhabi https://t.co/MiW48UzBiU"
112,2023-01-30 10:35:24+00:00,lenovo_nasri,"#AMC Solutions : Mar 13-17, 2023 Creativity and innovation workshop Dubai https://t.co/GdXax874u4"
113,2023-01-30 10:09:12+00:00,MedcellPharma,"We are here at @Arab_Health 2023! Contact us at buss.devep@medcellpharma.com
#pharma #medcellpharma  #pharmabusiness #pharmaceutical #pharmaceuticalindustry #nutraceuticals #addinglifetoyears #arabhealth2023 #arabhealthexhibition #dubai #healthcare #sustainability #innovation https://t.co/Gj9EusjG1e"
114,2023-01-30 10:00:45+00:00,IngeniArs_Srl,"What a great experience joining @Arab_Health 2023 in Dubai with @EUeic! 

📍Hall 6 - Booth Z6.B22

Come find us!
#arabhealth2023 #ah23 #health #innovation #dubai #dubaihealth #healthcare #telemedicine https://t.co/Q57xYsHFue"
115,2023-01-30 09:48:00+00:00,Aedas,"Led by Ignacio Gomez, Aedas Team has completed the #interior design of the Dubai Metro Route 2020 stations. The project cultivates seamless #connectivity and stitches the city through public transportation while serving as a symbol of #sustainability, progress and #innovation. https://t.co/gjNswG7zvT"
116,2023-01-30 09:46:10+00:00,AndyPeacock999,Having just watched 5 minutes of the Dubai golf tournament I am able to report that #COP27 has really made a difference 😳
117,2023-01-30 08:59:30+00:00,DXBMediaOffice,".@DEWAOfficial’s upgrade of 3 gas turbines at the E-station Phase -1 of its Jebel Ali Power Plant and Water Desalination Complex has contributed reducing carbon dioxide emissions by around 65,930 tonnes per year and NOx emissions by77.3% for these turbines
https://t.co/jvKpR2mMfI https://t.co/HhhdPyIsOr"
118,2023-01-30 08:54:23+00:00,AnkaraVoice,"Ask @ClimateEnvoy to urge ally #UAE to replace its choice to chair #COP28, said having head of state oil firm ADNOC shepherding climate talks undermines the process. 

Later , #Dubai will host #cop28uae ,UN climate change conference. @ScarlettOWest @GraceOSllvn @EliseMEvans"
119,2023-01-30 08:42:07+00:00,manonthesilver,@MikeHudema Quoting Dubai for general solution based on solar energy is nearly as stupid as Germany shutting down nuclear power stations because of tsunami in Japan
120,2023-01-30 08:22:53+00:00,MustafaQurra,"Quality Alrehab perfumes at fair price from Dubai

Kanairo Transformation | #fearwomen | Sadio Mane https://t.co/60DtRsYttT"
121,2023-01-30 07:58:43+00:00,TgtJennifer,"@brucefenton I would not want to be within 5 feet of the toxic and negative energy that exudes out of certain individuals' souls-not for love, money, power or anything! If I was in Dubai and saw that AW/him, I would run the opposite way as fast as I could! A ginn is alive in enticing places."
122,2023-01-30 07:57:24+00:00,DynaleyAgencies,"Live and Work in Dubai. 
Interviews tomorrow 31st January. Call or visit us at Spur Mall Exit 12/13 Ruiru. #jobsinsaudi #DynaleyAgencies Joe Mucheru Kanairo Transformation #PaySiiToMpesa Ndii Surgeon's Diary https://t.co/wIEaPbcb8R"
123,2023-01-30 07:57:12+00:00,AmazingChevVolt,"@ViRKL @XPENG_AEROHT CLEAN ENERGY RETORT™/
'2 #eVTOL's Hit The Skies In 1 Week, Proving That #ZeroEmissions Flying Is (Almost) Here~
@XPengMotors X2 #PassengerDrone Flies In Dubai~Days After @Volocopter's 2X #AirTaxi~ #VoloCity Took Off From A #VertiPort In Rome~'
@RobbReport
https://t.co/NdDTF5yIlC"
124,2023-01-30 07:55:29+00:00,Schadengirl,"I'm seeing all these ads by Dubai Tourism and they are looking as beautiful as the French Riviera. I don't know whether they are lies or truth but if they are indeed the truth, bravo, Dubai. What a transformation! When will India transform like this?"
125,2023-01-30 07:52:41+00:00,sokodirectory,"Middle East Energy, the leading energy industry event in the MEA region, will be making its anticipated return to Dubai World Trade Centre on 7 – 9 March 2023 to guide energy transition conversations across the globe ~ Soko Directory https://t.co/ValKfrN2QO"
126,2023-01-30 07:26:59+00:00,meenergydubai,"and sustainable portfolio of high-voltage products and solutions. ⚡️
Meet with Trench Group and other renowned industry leaders at Middle East Energy, 7-9 March 2023. 

🗓 Register your free ticket now: https://t.co/xfhynvjevf

#MEE2023 #MiddleEastEnergy #Dubai #UAE #DWTC"
127,2023-01-30 07:06:28+00:00,LouisPa95109960,@MikeHudema Solar panels made by slaves in China will then be subsequently installed by slaves in UAE so that Dubai can have intermittent energy. So much pain and suffering for so little gain.
128,2023-01-30 06:39:18+00:00,piglobal07,"We are reliable partners for your in-depth food adventures.
Meet Us at Gulf food 2023,
Sohail@pearlimpexglobal.com #gulfood2023 #gulfood #dubai #piglobal #canada #india #food #innovation https://t.co/J1oYLVRvoH"
129,2023-01-30 06:23:29+00:00,greensmarttech1,"Light Installation &amp; Maintenance Services Dubai 🇦🇪

For your lighting needs, #GreenSmartTechnical always comes up with the most ecological &amp; cost-effective energy solutions with exquisite designs in your office &amp; all high-rise buildings in #Dubai, UAE. 
🌐 https://t.co/rBXD2nwcgl https://t.co/hPRqb0ZdLo"
130,2023-01-30 06:18:46+00:00,kb151a,"#Dubai all I ever wanted is to be my purest form, give abundance of love and get equal energy in return, and they say good guys are dead."
131,2023-01-30 06:14:28+00:00,Kcic_Consulting,"Final decisions on a new Loss and Damage fund to help vulnerable countries recover from #climateimpacts will be made at #COP28 in Dubai.

Find out how the fund will be designed over the coming year: https://t.co/AtVbMbLsLt

#MondayMotivation, #ClimateAdaptation, #Mitigation https://t.co/VmIw0Ot1b5"
132,2023-01-30 05:07:44+00:00,VaMurambadoro,@Mazizi4ED @nelsonchamisa Learn from the Dubai transformation
133,2023-01-30 03:06:46+00:00,ItsKyuleNgao,"We're grateful for this Kanairo Transformation. It's already a city of order.  Sometimes you might think it's Miami or Dubai. 

#Sakajas100Days https://t.co/an2yKtO3cn"
134,2023-01-30 03:01:10+00:00,TheDailyCPEC,Ambassador of China @Amb_Yiming made a field visit to Dubai's Hassyan Clean Coal Power Plant and Shanghai Electric NOOR ENERGY 1 Project. Chinese companies working on the #BRI Projects will continually make contrubitions to the local economic development as well as the bilateral https://t.co/crC1Q8mXF1
135,2023-01-29 20:41:44+00:00,MahmoudSh80,"Three years ago. as of today I was awarded ""Global Water Innovation Award 2020"" in Dubai - UAE Water Aid Foundation (Suqia) #uae #Nottingham #renewableenergy #water #Palestine #Palestina #solarenergy #innovation #WatercolourChallenge #University https://t.co/PSHasz9MdJ"
136,2023-01-29 16:36:55+00:00,anoble66,"@OptimusBull_ @droplitdrip  The good news is you did not miss out yet on https://t.co/yeKrTTg4Kg.  APRs still averaging around 7% per day.  LitChain, Staking Nodes yielding BUSD backed by Dubai property investment and Green Energy sector investments....so bullish...check it"
137,2023-01-29 16:18:07+00:00,USUAEBizCouncil,Promising discussion about #healthcare #innovation in #Dubai this evening with @StanfordHealth CEO @DEntwistleSHC and @USUAEBizCouncil President @dannysebright #ArabHealth2023 https://t.co/fxxITrTbZC
138,2023-01-29 16:00:19+00:00,ParisBlockWeek,"🗣️🎙️NEW SPEAKER AT PBW 

Dr. Marwan Al Zarouni | @drmarwan: @DigitalDubai’s strategic advisor.

They develop and oversee all matters related to Dubai’s digital transformation!

Meet him at #PBW2023 &amp; join our 10,000+ attendees:

🎟️https://t.co/tU8PUaoztZ

#Digital at #PBW2023 https://t.co/bpi7qPC3nF"
139,2023-01-29 13:59:00+00:00,vivkris,Attending #ArabHealth2023 and MENA Digital Health Innovation forum in Dubai. Great way to start the year! #digitalhealth is the talk of the town..
140,2023-01-29 13:46:54+00:00,EspressoHealth,Our team welcomes you at @Arab_Health in #Dubai 🇦🇪@ONeconomy delegation booth H7.A50. #EMR #EHR #collaborativecare #connectedcare #remotepatientmonitoring #telemedicine #innovation #healthespresso #digitalhealth 🩺📲🖥️🦠💊#Canada 🇨🇦
141,2023-01-29 13:43:59+00:00,janbeger,"I truly enjoyed a great conversation today with Tamara Sunbul, MD at the MENA #DigitalHealth Innovation Ecosystem Forum in Dubai about ecosystems and collaboration in health innovation.

#ehwdc2023 #EdisonAccelerator #Healthcare #Innovation #GEHealthCare #arabhealth2023 https://t.co/j8Z0XXr7cE"
142,2023-01-29 13:05:07+00:00,Huda_Al_shehri,"I’m attending MENA #Digital #Health Innovation Ecosystem Forum that precedes #ArabHealth2023 in #Dubai organised by #GCC Taskforce on Workforce Development in #DigitalHealthcare
amazing speakers &amp; variety of topics

**If you are attending let’s talk/meet https://t.co/GOcGEVtK05"
143,2023-01-29 13:00:31+00:00,m3kronabashamel,TIL 14% of Dubai’s energy comes from solar power… nice
144,2023-01-29 11:47:21+00:00,BorisSGomezU,"#Dubai #UnitedArabEmirates 
The power of transformation.
#prosperity #freeenterprise #capitalism #energy #life  #golf #infraestructure
#UAE must be a rol model for #LatinAmerica 
Source: @GolfDigest https://t.co/H6y6Z52r9q"
145,2023-01-29 10:24:22+00:00,daracalleary,"Delighted to kickstart one of the first trade missions of 2023 in the UAE &amp; Arab Health in Dubai w @vitalograph product launch. 

Excellent demonstration of Irish innovation helping to improve patients’ lives through best practice respiratory diagnostics @EI_MENA #GlobalAmbition https://t.co/VMuAt1YP7Z"
146,2023-01-29 09:29:35+00:00,bulletin_ex,"Arab Health returns to showcase innovation and sustainability in healthcare - https://t.co/eF3agsGWmm
Arab Health, the Middle East's largest healthcare exhibition and conference, returns to Dubai next week with 45 international pavilions including New Zealand, Singapore, Tuni..."
147,2023-01-29 08:37:49+00:00,vernesm,"#BSG UNITED ARAB EMIRATES/FRANCE : Patrick Pouyanné and Sultan Al Jaber play central role in France-UAE business ties On 12 January, Sultan Ahmed Al Jaber was appointed president of COP28, to be held in Dubai in November 2023. But alongside preparations … https://t.co/wpu8FKVgVq https://t.co/9Xn40IaPJc"
148,2023-01-29 08:23:01+00:00,Bede_Ik,"@U_Rochas @atiku One barking dog spotted. Keep wailing, I will advise you to use this energy to prepare Atiku's Dubai home for his final retirement by Feb 25th."
149,2023-01-29 08:03:51+00:00,DCDigiEconomy,"The workshop discussed the challenges faced by VC firms and incubators, as well as ways Dubai Chamber of Digital Economy and industry leaders can ensure that government policies, initiatives and strategies promote innovation and business friendliness in this vital sector. https://t.co/EbeP0DZIgC"
150,2023-01-29 07:36:16+00:00,partywslat,@AsianDaBrattt HOLLLON That DUBAI ENERGY Got u in yo MOOD🥵🔥🔥🔥
151,2023-01-29 07:18:00+00:00,888Innovations,"ZENIQ is now on CoinMarketCap! Follow these steps to make sure your brand is growing and getting closer to being number #1 🔥🙏🏻
#technology #innovation #programing #instatech #security #marketing #rich #dream #think #crypto #blockchain #money #tech #business #dubai"
152,2023-01-29 07:17:35+00:00,888Innovations,"We are Global! Our community is a melting pot of different cultures held together by the unifying ties of passion and purpose. Join our global community today and be part of something great! ✨❤️
#technology #innovation #programing #instatech #money #tech #business #dubai"
153,2023-01-29 07:05:23+00:00,purushotham0922,"Arshith Traders:
Dubai rich country why due to oil.But for renewable energy we need land and wind where we are https://t.co/Ev9yimVOuO India have more scopeArshith Traders:
Even to cater demand carbon netural all nations planning hydrogen is another alternate to fuel."
154,2023-01-29 07:01:57+00:00,DXBMediaOffice,"In its effort to champion education transformation for climate action, @DubaiCares signed a new partnership with the Ban Ki-moon Centre for Global Citizens (BKMC) to launch the ‘Green Jobs for Youth – Online Training and Mentoring’ program. 

https://t.co/JwxkN8kj3i https://t.co/GNkoAUNsUi"
155,2023-01-29 06:59:23+00:00,purushotham0922,"Arshith Traders:
But here oil forms more carbon emissions which effect water source through climate change.Oil alternate renewable energy adani enterprises entered early-stage .Dubai rich country why due to oil"
156,2023-01-29 06:39:41+00:00,OigetitME,"#Breaking -  Italy’s prime minister held talks in Libya on Saturday with officials from the country’s west-based government focusing on energy and migration

Readmore:https://t.co/ZDMpoyUpxd

This article was fact checked by #Oigetit✅

#oigetitme #uae #dubai #Italy #PM https://t.co/LGb6KTwhna"
157,2023-01-29 06:01:30+00:00,DMunicipality,"Imagine a world where waste can clean our clothes. At the Dubai Waste Management Centre, we’ll be turning Dubai’s waste into clean energy, reducing landfills and creating a more sustainable future for our city. Read more at https://t.co/U1bDp5qajd

#DubaiWasteManagementCentre https://t.co/nM618kNTax"
158,2023-01-29 06:00:00+00:00,AlcabanaCruises,"Open your eyes to the widest of oceans, bluest of seas and deepest of waters!
Book your slots for a priceless adventure that only brings back memories, nostalgia and a soul refreshing energy!
#AlCabana #Travel #AlCabanaCruises #CostaToscana #DubaiCruise #Dubai #DubaiHarbour https://t.co/WLVlC2RGHh"
